epoch,accuracy,loss,val_accuracy,val_loss,LR
1,0.515587568283081,0.7729528125429248,0.4652683436870575,0.6952505410216682,0.01
2,0.5159977674484253,0.7002045676787602,0.5347316265106201,0.6922496560563196,0.01
3,0.5200314521789551,0.6953065495681084,0.4652683436870575,0.6960088620203725,0.01
4,0.5141177177429199,0.6979403790775942,0.5347316265106201,0.690773582670504,0.01
5,0.521091103553772,0.6937310271769397,0.5347316265106201,0.6915465320437251,0.01
6,0.5204074382781982,0.6935136341434139,0.5347316265106201,0.6909289658758874,0.01
7,0.5267655253410339,0.6934285595296893,0.5347316265106201,0.6922571704722124,0.01
8,0.5275517702102661,0.6916351182947988,0.5347316265106201,0.6928816445421988,0.01
9,0.5280987024307251,0.6928406324676409,0.5347316265106201,0.6907704114172388,0.01
10,0.5297053456306458,0.6918219917004877,0.5347316265106201,0.6914546579414886,0.01
11,0.5336706042289734,0.6914296842667852,0.5347316265106201,0.6910109591499282,0.01
12,0.5328843593597412,0.6913063203537873,0.5347316265106201,0.6919332463943423,0.01
13,0.5347302556037903,0.6910609613482345,0.5347316265106201,0.6908634867534292,0.01
14,0.534696102142334,0.6910947607555743,0.5347316265106201,0.6909545364919124,0.01
15,0.5347302556037903,0.6911584540581177,0.5347316265106201,0.6909088953724603,0.01
16,0.534696102142334,0.6912792474978879,0.5347316265106201,0.6907350738963705,0.01
17,0.5321323275566101,0.6921808919756983,0.5347316265106201,0.6918796146730742,0.01
18,0.5347302556037903,0.6910840117728432,0.5347316265106201,0.6907865024656854,0.001
19,0.5347302556037903,0.6907855917116977,0.5347316265106201,0.690734965187652,0.001
20,0.5347302556037903,0.6907341162855402,0.5347316265106201,0.6907388963419072,0.001
21,0.5347302556037903,0.6908742046538761,0.5347316265106201,0.6907438996334625,0.001
22,0.5347302556037903,0.6908030004488955,0.5347316265106201,0.6907332983824309,0.001
23,0.5347302556037903,0.6907566660873675,0.5347316265106201,0.6907566679760888,0.001
24,0.5347302556037903,0.6907479198524857,0.5347316265106201,0.6907320353096681,0.001
25,0.5347302556037903,0.6908102777860475,0.5347316265106201,0.6907381502689666,0.001
26,0.5347302556037903,0.6908055708976734,0.5347316265106201,0.6907348019653307,0.001
27,0.5347302556037903,0.690853541100466,0.5347316265106201,0.6907482196748689,0.001
28,0.5347302556037903,0.6908475656604591,0.5347316265106201,0.6907687008128952,0.001
29,0.5347302556037903,0.6908309914860876,0.5347316265106201,0.6907338972619889,0.001
30,0.5347302556037903,0.6908481165684198,0.5347316265106201,0.6907328190734316,0.001
31,0.5347302556037903,0.690795055533202,0.5347316265106201,0.6907312169306224,0.0001
32,0.5347302556037903,0.690801548441933,0.5347316265106201,0.6907313145350703,0.0001
33,0.5347302556037903,0.6907206133212771,0.5347316265106201,0.6907312700847127,0.0001
34,0.5347302556037903,0.6907485374962957,0.5347316265106201,0.6907321938687663,0.0001
35,0.5347302556037903,0.6907037886949282,0.5347316265106201,0.6907310652213763,0.0001
36,0.5347302556037903,0.69078415620838,0.5347316265106201,0.6907313228917945,0.0001
37,0.5347302556037903,0.6907549134532728,0.5347316265106201,0.6907316344483483,0.0001
38,0.5347302556037903,0.6907640935587869,0.5347316265106201,0.6907320309744391,0.0001
39,0.5347302556037903,0.6907377549643037,0.5347316265106201,0.6907311583860172,0.0001
40,0.5347302556037903,0.6907141704776767,0.5347316265106201,0.6907311832422807,0.0001
41,0.5347302556037903,0.6907247193099095,0.5347316265106201,0.6907314082035865,0.0001
42,0.5347302556037903,0.6907495722788947,0.5347316265106201,0.6907312128045493,0.0001
43,0.5347302556037903,0.6907375881633927,0.5347316265106201,0.6907321238586213,0.0001
44,0.5347302556037903,0.6907582683956712,0.5347316265106201,0.6907316429096505,1e-05
45,0.5347302556037903,0.6907535114462413,0.5347316265106201,0.6907315114885153,1e-05
46,0.5347302556037903,0.6907372876585096,0.5347316265106201,0.690731534562201,1e-05
47,0.5347302556037903,0.6907576174226489,0.5347316265106201,0.6907311556004424,1e-05
48,0.5347302556037903,0.690725270095621,0.5347316265106201,0.6907312510515364,1e-05
49,0.5347302556037903,0.6907499561781207,0.5347316265106201,0.6907312662105771,1e-05
50,0.5347302556037903,0.6907290088394461,0.5347316265106201,0.6907313856100084,1e-05
51,0.5347302556037903,0.6907903319455843,0.5347316265106201,0.6907311104655751,1e-05
52,0.5347302556037903,0.69077532659953,0.5347316265106201,0.690731134789442,1e-05
53,0.5347302556037903,0.6907745922729144,0.5347316265106201,0.6907311066722497,1e-05
54,0.5347302556037903,0.6907075274795031,0.5347316265106201,0.6907309854807338,1e-05
55,0.5347302556037903,0.6907638098427967,0.5347316265106201,0.6907312731412393,1e-05
56,0.5347302556037903,0.6907146043972087,0.5347316265106201,0.6907310504473723,1e-05
57,0.5347302556037903,0.6907260044833613,0.5347316265106201,0.6907314083937282,1.0000000000000002e-06
58,0.5347302556037903,0.6907348507384801,0.5347316265106201,0.6907312007162957,1.0000000000000002e-06
59,0.5347302556037903,0.6907013349900807,0.5347316265106201,0.6907310307867286,1.0000000000000002e-06
60,0.5347302556037903,0.690719411448444,0.5347316265106201,0.6907311490928455,1.0000000000000002e-06
61,0.5347302556037903,0.6907279740242473,0.5347316265106201,0.690731122829534,1.0000000000000002e-06
62,0.5347302556037903,0.690733966134973,0.5347316265106201,0.6907311172298632,1.0000000000000002e-06
63,0.5347302556037903,0.6907096138091442,0.5347316265106201,0.6907312076992467,1.0000000000000002e-06
64,0.5347302556037903,0.6907470853263342,0.5347316265106201,0.6907311295557939,1.0000000000000002e-06
65,0.5347302556037903,0.6907234174290644,0.5347316265106201,0.6907310684157555,1.0000000000000002e-06
66,0.5347302556037903,0.690695025760803,0.5347316265106201,0.6907312080510087,1.0000000000000002e-06
67,0.5347302556037903,0.6907750763350015,0.5347316265106201,0.6907312476907832,1.0000000000000002e-06
